objectid,parentid,title,creator,date,object type,description,subject,current location,former location,format,display_template,object_location,image_small,image_thumb,object_transcript,notes,@
id_8275,,Assemblies of God Heritage,,1994,magazine,Additional copy of the Assemblies of God Heritage magazine focused on Highway's 95th Anniversary (not scanned),Anniversary; Assemblies of God,,,,,,,,,,
id_8276,,General Council,"Bogdan, Florence",1989,image,African Delegation of the Assemblies of God,General Council; Assemblies of God; Indianapolis; General Superintendent; Missions,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8276.png,/objects/small/id_8276.png,/objects/thumbs/id_8276.png,,,
id_8277,,General Council,"Bogdan, Florence",1989,image,African Delegation of the Assemblies of God,General Council; Assemblies of God; Indianapolis; General Superintendent; Missions,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8277.png,/objects/small/id_8277.png,/objects/thumbs/id_8277.png,,,
id_8278,,General Council,"Bogdan, Florence",1989,image,African Delegation of the Assemblies of God,General Council; Assemblies of God; Indianapolis; General Superintendent; Missions,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8278.png,/objects/small/id_8278.png,/objects/thumbs/id_8278.png,,,
id_8279,,General Council,"Bogdan, Florence",1989,image,"Caption: ""Pastor Bogdan and General Presbyter Lowenbeerg with Samoan Delegation""",General Council; Assemblies of God; Indianapolis; General Superintendent; Missions,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8279.png,/objects/small/id_8279.png,/objects/thumbs/id_8279.png,,,
id_8280,,General Council,"Bogdan, Florence",1989,image,"Caption: ""Part of the evening rally of 30,000""",General Council; Assemblies of God; Indianapolis; General Superintendent; Missions,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8280.png,/objects/small/id_8280.png,/objects/thumbs/id_8280.png,,,
id_8281,,General Council,"Bogdan, Florence",1989,image,Uncaptioned photograph of the General Council stage,General Council; Assemblies of God; Indianapolis; General Superintendent; Missions,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8281.png,/objects/small/id_8281.png,/objects/thumbs/id_8281.png,,,
id_8282,,General Council,"Bogdan, Florence",1989,image,"Caption: ""The start of the great missionary parade. The thrilling moment at the close of the General Council when the torch-bearer came in with the runners who had borne the torch all the way from Hot Springs, Arkansas three weeks prior. This launched the Decade of Harvest indicating we all should pass torch to souls in darkness.""",General Council; Assemblies of God; Indianapolis; General Superintendent; Missions,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8282.png,/objects/small/id_8282.png,/objects/thumbs/id_8282.png,,,
id_8283,,General Council,"Bogdan, Florence",1989,image,"Caption: ""Below: James Hamill retireing General Presbyter and Pastor Bogdan.""",General Council; Assemblies of God; Indianapolis; General Superintendent; Missions,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8283.png,/objects/small/id_8283.png,/objects/thumbs/id_8283.png,,,
id_8284,,General Council,"Bogdan, Florence",1989,image,"Caption: ""Below with Ruth Weitkamp missionary to Spain, the Canary Islands, and most recently to Cebu City, The republic of the Philippines.""",General Council; Assemblies of God; Indianapolis; General Superintendent; Missions,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8284.png,/objects/small/id_8284.png,/objects/thumbs/id_8284.png,,,
id_8285,,General Council,"Bogdan, Florence",1989,image,Photograph of an unnamed man,General Council; Assemblies of God; Indianapolis; General Superintendent; Missions,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8285.png,/objects/small/id_8285.png,/objects/thumbs/id_8285.png,,,
id_8286,,General Council,"Bogdan, Florence",1989,image,"Caption: ""Pastor Bogdan, with Missionary brother Dan Bogdan and his wife Anita Bogdan who is now Women's Ministry President of Southern California, and Larry Cerullo.""",General Council; Assemblies of God; Indianapolis; General Superintendent; Missions,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8286.png,/objects/small/id_8286.png,/objects/thumbs/id_8286.png,,,
id_8287,,General Council,"Bogdan, Florence",1989,image,"Caption: ""Missionary Bob Makish, Field Director of Eastern Europe.""",General Council; Assemblies of God; Indianapolis; General Superintendent; Missions,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8287.png,/objects/small/id_8287.png,/objects/thumbs/id_8287.png,,,
id_8288,,General Council,"Bogdan, Florence",1989,image,"Caption: ""Pastor Bogdan with Al Perna Sr. Highway's missionary to Italy for forty years, and Francis Toppi, General Superintendent of the Assemblies of God in Italy.""",General Council; Assemblies of God; Indianapolis; General Superintendent; Missions,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8288.png,/objects/small/id_8288.png,/objects/thumbs/id_8288.png,,,
id_8289,,Thank You Letter,"Bogdan, Stephen",1988-01-19,letter,Letter from Pastor Bogdan thanking the reader for their faithfulness after Highway's fire. Previously used as scrap paper for General Council photograph captions,Congregation; Fire; Restoration; Building; Sanctuary,,Bogdan: HWY's 100 Year Anniversary,application/pdf,pdf,/objects/objects2/id_8289.pdf,,,,,
id_8290,,Outdoor Fellowship,,1987-12,image,Congregants gather outside in a residential area,Fellowship,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8290.png,/objects/small/id_8290.png,/objects/thumbs/id_8290.png,,,
id_8291,,Outdoor Fellowship,,1987-12,image,Congregants gather outside in a residential area,Fellowship,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8291.png,/objects/small/id_8291.png,/objects/thumbs/id_8291.png,,,
id_8292,,Outdoor Fellowship,,1987-12,image,Congregants gather outside in a residential area,Fellowship,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8292.png,/objects/small/id_8292.png,/objects/thumbs/id_8292.png,,,
id_8293,,Bell Choir,,1979-1999,image,Bell choir performs,Bell Choir; Choir; Worship; Service,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8293.png,/objects/small/id_8293.png,/objects/thumbs/id_8293.png,,,
id_8294,,Fellowship,,1988-02,image,Congregants gather together in a room,Fellowship,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8294.png,/objects/small/id_8294.png,/objects/thumbs/id_8294.png,,,
id_8295,,Worship,,1988-01,image,A man and woman play the piano,Worship; Fellowship,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8295.png,/objects/small/id_8295.png,/objects/thumbs/id_8295.png,,,
id_8296,,Graduation Portrait,,1979-1999,image,"Graduation portrait with the caption: ""Dear Mr. and Mrs Bogdan, The Lord has truly blessed Highway, but you are its most precious gift. Class ""89"" Love, (Name illegible).""",Graduation; Portrait,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8296.png,/objects/small/id_8296.png,/objects/thumbs/id_8296.png,,,
id_8297,,Christmas Fellowship,,1979-1999,image,Congregants smile for a photograph in front of a Christmas tree,Christmas; Portrait; Fellowship,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8297.png,/objects/small/id_8297.png,/objects/thumbs/id_8297.png,,,
id_8298,,Christmas Fellowship,,1979-1999,image,A woman in a santa hat plays the piano while congregants follow along with sheets of paper,Christmas; Fellowship,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8298.png,/objects/small/id_8298.png,/objects/thumbs/id_8298.png,,,
id_8299,,Melanie and Mariella Rivera,,1988-12,image,Portrait of Melanie and Mariella Rivera,Portrait; Christmas,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8299.png,/objects/small/id_8299.png,/objects/thumbs/id_8299.png,,,
id_8300,,Isaiah Luis Rivera,,1993-01-09,image,Portrait of Isaiah Luis Rivera,Portrait,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8300.png,/objects/small/id_8300.png,/objects/thumbs/id_8300.png,,,
id_8301,,Baptisms,,1979-1999,image,Congregants pray together before beginning baptisms,Baptism; Service; Prayer,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8301.png,/objects/small/id_8301.png,/objects/thumbs/id_8301.png,,,
id_8302,,Baptisms,,1979-1999,image,A man is baptized,Baptism; Service; Prayer,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8302.png,/objects/small/id_8302.png,/objects/thumbs/id_8302.png,,,
id_8303,,Baptisms,,1979-1999,image,A woman is baptized,Baptism; Service; Prayer,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8303.png,/objects/small/id_8303.png,/objects/thumbs/id_8303.png,,,
id_8304,,Baptisms,,1979-1999,image,A person is baptized,Baptism; Service; Prayer,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8304.png,/objects/small/id_8304.png,/objects/thumbs/id_8304.png,,,
id_8305,,Bell Choir,,1979-1999,image,Bell choir performs,Bell Choir; Choir; Worship; Service,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8305.png,/objects/small/id_8305.png,/objects/thumbs/id_8305.png,,,
id_8306,,Man Speaks,,1979-1999,image,A man speaks at the pulpit,Service,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8306.png,/objects/small/id_8306.png,/objects/thumbs/id_8306.png,,,
id_8307,,Betty Roberson Plays Organ,,1979-1999,image,Sister Betty Roberson Plays the Organ,Worship; Service,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8307.png,/objects/small/id_8307.png,/objects/thumbs/id_8307.png,,,
id_8308,,Bell Choir,,1979-1999,image,The bell choir lines up,Bell Choir; Choir,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8308.png,/objects/small/id_8308.png,/objects/thumbs/id_8308.png,,,
id_8309,,Bell Choir,,1979-1999,image,Bell choir performs,Bell Choir; Choir; Worship; Service,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8309.png,/objects/small/id_8309.png,/objects/thumbs/id_8309.png,,,
id_8310,,Bell Choir,,1979-1999,image,Two members of the bell choir smile for a picture,Bell Choir; Choir; Portrait,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8310.png,/objects/small/id_8310.png,/objects/thumbs/id_8310.png,,,
id_8311,,Bell Choir,,1979-1999,image,Bell choir performs,Bell Choir; Choir; Worship; Service,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8311.png,/objects/small/id_8311.png,/objects/thumbs/id_8311.png,,,
id_8312,,Bell Choir,,1979-1999,image,Bell choir performs,Bell Choir; Choir; Worship; Service,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8312.png,/objects/small/id_8312.png,/objects/thumbs/id_8312.png,,,
id_8313,,Bell Choir,,1979-1999,image,Bell choir performs,Bell Choir; Choir; Worship; Service,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8313.png,/objects/small/id_8313.png,/objects/thumbs/id_8313.png,,,
id_8314,,Bell Choir,,1979-1999,image,Two members of the bell choir smile for a picture,Bell Choir; Choir; Portrait,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8314.png,/objects/small/id_8314.png,/objects/thumbs/id_8314.png,,,
id_8315,,Bell Choir,,1979-1999,image,A woman stands next to the bell choir,Bell Choir; Choir; Portrait,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8315.png,/objects/small/id_8315.png,/objects/thumbs/id_8315.png,,,
id_8316,,Bell Choir,,1979-1999,image,Two women in bell choir sweatshirts play and talk at a piano,Bell Choir; Choir; Piano; Worship,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8316.png,/objects/small/id_8316.png,/objects/thumbs/id_8316.png,,,
id_8317,,Bell Choir,,1979-1999,image,Bell choir performs,Bell Choir; Choir; Worship; Service,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8317.png,/objects/small/id_8317.png,/objects/thumbs/id_8317.png,,,
id_8318,,Bell Choir,,1979-1999,image,Bell choir performs,Bell Choir; Choir; Worship; Service,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8318.png,/objects/small/id_8318.png,/objects/thumbs/id_8318.png,,,
id_8319,,Bell Choir,,1979-1999,image,Bell choir performs,Bell Choir; Choir; Worship; Service,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8319.png,/objects/small/id_8319.png,/objects/thumbs/id_8319.png,,,
id_8320,,Bell Choir,,1979-1999,image,Bell choir performs,Bell Choir; Choir; Worship; Service,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8320.png,/objects/small/id_8320.png,/objects/thumbs/id_8320.png,,,
id_8321,,50th Wedding Anniversary,,1989,invitation,Invitation to the 50th Anniversary of Mr. and Mrs. Harry Valentine,Anniversary; Wedding; Bride; Groom,,Bogdan: HWY's 100 Year Anniversary,application/pdf,pdf,/objects/objects2/id_8321.pdf,,,,,
id_8322,,50th Wedding Anniversary Celebrated,,1991-05-20,newspaper clipping,Article celebrating the 50th wedding anniversary of Rev. John Wesley and Naomi Clark,Anniversary; Wedding; Bride; Groom,,Bogdan: HWY's 100 Year Anniversary,application/pdf,pdf,/objects/objects2/id_8322.pdf,,,,,
id_8323,,Rev. John W. Clark,,1996-07-25,obituary,Obituary for Rev. John W. Clark in the Quakertown Free Press,Obituary; Funeral; Leadership,,Bogdan: HWY's 100 Year Anniversary,application/pdf,pdf,/objects/objects2/id_8323.pdf,,,,,
id_8324,,Wedding Party,,1979-1999,image,"Portrait, left to right: ""Sandgrens, Keils, Brad and Brenda, Loretta (Maid-of-honor from Kenya), Larry (Best man)""",Wedding; Portrait; Reception,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8324.png,/objects/small/id_8324.png,/objects/thumbs/id_8324.png,,,
id_8325,,Marriage Announcement,,1991-07-06,announcement,Marriage annuncement for Ms. Brenda Joy Sandgren and Rev. Bradley Kent Keil,Wedding; Announcement,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8325.png,/objects/small/id_8325.png,/objects/thumbs/id_8325.png,,,
id_8326,,Group Portrait,,1979-1999,image,A group of children smile together,Fellowship; Children's Ministry,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8326.png,/objects/small/id_8326.png,/objects/thumbs/id_8326.png,,,
id_8327,,Portrait,,1986,image,A woman smiles for a photo,Portrait,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8327.png,/objects/small/id_8327.png,/objects/thumbs/id_8327.png,,,
id_8328,,Family Portrait,,1979-1999,image,"A man, woman, boy, and girl smile together",Portrait; Family,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8328.png,/objects/small/id_8328.png,/objects/thumbs/id_8328.png,,,
id_8329,,Carol ter Meulen,,1984,image,Portrait image,Portrait,,Bogdan: HWY's 100 Year Anniversary,image/png,image,/objects/objects2/id_8329.png,/objects/small/id_8329.png,/objects/thumbs/id_8329.png,,,
id_8330,,Baby Picture,,1979-1999,image,Portrait of a baby girl,Portrait,,Bogdan: HWY's 100 Year Anniversary,application/pdf,pdf,/objects/objects2/id_8330.pdf,,,,,
id_8331,,Good Citizen Award,,1992-10-27,certificate,Spring Garden Community Good Citizen Award presented to the Bogdans,Community; Philadelphia; Spring Garden,,Bogdan: HWY's 100 Year Anniversary,application/pdf,pdf,/objects/objects2/id_8331.pdf,,,,,
id_8332,,A Summerset Moment,,1979-1999,newspaper clipping,A picture of the Pernas with their grandson roller blading through a golf course,Missions; Fellowship,,Bogdan: HWY's 100 Year Anniversary,application/pdf,pdf,/objects/objects2/id_8332.pdf,,,,,
id_8333,,Pentecostal Evangel 75th Anniversary,,1988-07-03,magazine,75th Anniversary Edition of the Pentecostal Evangel,Assemblies of God; Pentecostal Evangel; Anniversary,,Bogdan: HWY's 100 Year Anniversary,application/pdf,pdf,/objects/objects2/id_8333.pdf,,,,,
id_8334,,Highway Choral Group Musicale,,1953-12-05,flyer,"Flyer advertising a musicale from the Highway Choral Group in Newark, Delaware",Choir; Worship; Service; Concert,,Highway Choral Group: HWY's 100 Year Anniversary,image/jpg,image,/objects/objects2/id_8334.jpg,/objects/small/id_8334.jpg,/objects/thumbs/id_8334.jpg,,,
id_8335,,Rally Time: Crusade Against Crime,,1967-03-18,flyer,"Flyer advertising a Teen Challenge rally against crime feature the Highway Choir, Salvation Army Band, a Teen Challenge Trio, testimonies of ""redeemed youth,"" and a sermon by Rev. Bob Bartlett, director of Philadelphia Teen Challenge",Choir; Worship; Service; Rally; Teen Challenge; Salvation Army; Testimonies; Leadership; Crime; Philadelphia,,Highway Choral Group: HWY's 100 Year Anniversary,image/jpg,image,/objects/objects2/id_8335.jpg,/objects/small/id_8335.jpg,/objects/thumbs/id_8335.jpg,,,
id_8336,,Contractor Receipt,"English, Irwin H.",1961-03-17,receipt,Receipt for repairs on Highway at 18th and Spring Garden,Building; Repairs,,Financial Crate,image/jpg,image,/objects/financial/id_8336.jpg,/objects/small/id_8336.jpg,/objects/thumbs/id_8336.jpg,,,
id_8337,,Land Title Insurance,"Company, Commonwealth Land Title Insurance",1961-01-18,insurance,"Land title insurance for 1443 N. 21st Street Philadelphia, PA",Building; Insurance,,Financial Crate,image/jpg,image,/objects/financial/id_8337.jpg,/objects/small/id_8337.jpg,/objects/thumbs/id_8337.jpg,,,
id_8338,,Land Title Insurance,"Company, Commonwealth Land Title Insurance",1960-02-09,insurance,Land title insurance for the northwest corner of 18th and Spring Garden Streets in Philadelphia,Building; Insurance,,Financial Crate,image/jpg,image,/objects/financial/id_8338.jpg,/objects/small/id_8338.jpg,/objects/thumbs/id_8338.jpg,,,
id_8339,,Mortgage,"Company, Commonwealth Land Title Insurance",1962-02-20,mortgage,Mortgage information for the building at 18th and Spring Garden Streets,Building; Mortgage,,Financial Crate,image/jpg,image,/objects/financial/id_8339.jpg,/objects/small/id_8339.jpg,/objects/thumbs/id_8339.jpg,,,
id_8340,pid_0257,Mortgage,"Company, Christian Mutual Life Insurance",1962-02-20,mortgage,Mortgage contract for 18th and Spring Garden,Building; Mortgage,,Financial Crate,image/jpg,compound_object,/objects/financial/id_8340.jpg,/objects/small/id_8340.jpg,/objects/thumbs/id_8340.jpg,,,
id_8341,pid_0257,Mortgage,"Company, Christian Mutual Life Insurance",1962-02-20,mortgage,Mortgage contract for 18th and Spring Garden,Building; Mortgage,,Financial Crate,image/jpg,compound_object,/objects/financial/id_8341.jpg,/objects/small/id_8341.jpg,/objects/thumbs/id_8341.jpg,,,
id_8342,pid_0257,Mortgage,"Company, Christian Mutual Life Insurance",1962-02-20,mortgage,Mortgage contract for 18th and Spring Garden,Building; Mortgage,,Financial Crate,image/jpg,compound_object,/objects/financial/id_8342.jpg,/objects/small/id_8342.jpg,/objects/thumbs/id_8342.jpg,,,
id_8343,pid_0257,Mortgage,"Company, Christian Mutual Life Insurance",1962-02-20,mortgage,Mortgage contract for 18th and Spring Garden,Building; Mortgage,,Financial Crate,image/jpg,compound_object,/objects/financial/id_8343.jpg,/objects/small/id_8343.jpg,/objects/thumbs/id_8343.jpg,,,
id_8344,,Mortgage,"Company, Commonwealth Land Title Insurance",1962-02-20,mortgage,Mortgage information for the building at 18th and Spring Garden Streets,Building; Mortgage,,Financial Crate,image/jpg,image,/objects/financial/id_8344.jpg,/objects/small/id_8344.jpg,/objects/thumbs/id_8344.jpg,,,
id_8345,,"After Fire Devastates Sanctuary, Church Faithful Pledge to Rebuild","Inquirer, The Philadelphia; Dubin, Murray; Hille, Ed; Williams, Gerald S.",1986-08,newspaper clipping,Inquirer articles about rebuilding Highway after its fire,Building; Fire; Reconstruction,,Mrs. Bogdan's Newspapers,application/pdf,pdf,/objects/objects2/id_8345.pdf,,,,,
id_8346,,Scars Are Being Healed at Fire-Ravaged Church,"Inquirer, The Philadelphia; Viola, Michael",1987-10-15,newspaper clipping,Inquirer articles showing the reconstruction of Highway,Building; Fire; Reconstruction,,Mrs. Bogdan's Newspapers,application/pdf,pdf,/objects/objects2/id_8346.pdf,,,,,
id_8347,pid_0258,"From The Ashes, Hope","Inquirer, The Philadelphia; Keener, J. Kule",1986-08-25,newspaper clipping,"Front-page article in the Philadelphia Inquirer about the outdoor service held at Highway immediately following the fire. A headline above reads, ""As blacks move to the suburbs, ties to cities are strained""",Building; Fire; Reconstruction; Service; Worship; Fellowship,,Mrs. Bogdan's Newspapers,application/pdf,pdf,/objects/objects2/id_8347.pdf,,,,,
id_8348,pid_0258,"From The Ashes, Hope","Inquirer, The Philadelphia; Keener, J. Kule",1986-08-26,newspaper clipping,Continuation of the front-page article in the Philadelphia Inquirer about the outdoor service held at Highway immediately following the fire,Building; Fire; Reconstruction; Service; Worship; Fellowship,,Mrs. Bogdan's Newspapers,application/pdf,pdf,/objects/objects2/id_8348.pdf,,,,,
id_8349,,Fire Rips Old Church,"News, Philadelphia Daily; Sills, Joanne; Bowmer, Rick",1986-08-22,newspaper clipping,Article about the fire at Highway,Building; Fire,,Mrs. Bogdan's Newspapers,application/pdf,pdf,/objects/objects2/id_8349.pdf,,,,,
id_8350,,A Tall Order,"News, Philadelphia Daily; Bowmer, Rick",1986-08-22,newspaper clipping,A photograph and article about the fire at Highway,Building; Fire,,Mrs. Bogdan's Newspapers,application/pdf,pdf,/objects/objects2/id_8350.pdf,,,,,
id_8351,,"Beam by Beam, A Church Rebuilds","Inquirer, The Philadelphia; Viola, Michael",1987-05-29,newspaper clipping,Article about the rebuilding effort at Highway after the fire,Building; Fire; Reconstruction,,Mrs. Bogdan's Newspapers,application/pdf,pdf,/objects/objects2/id_8351.pdf,,,,,
id_8352,,5-Alarm Fire Damages an Old CHurch,"Inquirer, The Philadelphia; Kennedy, Sara; Coakley, Michael B.; Wohlmuth, Sharon J.",1986-08-22,newspaper clipping,Article about the fire at Highway,Building; Fire,,Mrs. Bogdan's Newspapers,application/pdf,pdf,/objects/objects2/id_8352.pdf,,,,,
id_8353,,Construction Under Way on Towers,"Inquirer, The Philadelphia; Fish, Larry; Saul, April",1986-07-06,newspaper clipping,Article about the construction of the Franklin Towers with pictures of Highway in the background,Building,,Mrs. Bogdan's Newspapers,application/pdf,pdf,/objects/objects2/id_8353.pdf,,,,,
id_8354,,Ninety-Fifth Anniversary,,1989-11-23,program,Program from Highway's 95th Anniversary Service,Anniversary; Service,,Unsorted,application/pdf,pdf,/objects/objects2/id_8354.pdf,,,,,
id_8355,,Highway Home for the Aged Mortgage,"Philadelphia, Commonwealth Title Company of",1951-09-26,mortgage,Mortgage for Highway Home for the Aged,Highway Home for the Aged; Mortgage,,Highway Choral Group: HWY's 100 Year Anniversary,application/pdf,pdf,/objects/financial/id_8355.pdf,,,,,
id_8356,,Title Settlement for Cheltenham Property,,1979-05-15,title settlement,"Title settlement for 307 Ashmead Road, Cheltenham Township, Montgomery County, PA",Building; Title,,Financial Crate,application/pdf,pdf,/objects/financial/id_8356.pdf,,,,,
id_8357,,Mortgage,"Philadelphia, Commonwealth Title Company of",1962-02-21,mortgage,Mortgage for the property at 18th and Spring Garden Streets,Building; Mortgage,,Financial Crate,application/pdf,pdf,/objects/financial/id_8357.pdf,,,,,
id_8358,,Highway Home for the Aged Mortgage,"Philadelphia, Commonwealth Title Company of",1963-11-19,mortgage,"Mortgage for Highway Home for the Aged with a stamp reading, ""Full Satisfaction Entered on the Record this Nov 19 1963""",Highway Home for the Aged; Mortgage,,Financial Crate,application/pdf,pdf,/objects/financial/id_8358.pdf,,,,,
id_8359,,Title Insurance Policy,"Company, Commonwealth Land Title Insurance",1962-02-21,title insurance policy,TItle insurance police for Highway at 18th and Spring Garden Streets,Building; Mortgage; Title; Insurance,,Financial Crate,application/pdf,pdf,/objects/financial/id_8359.pdf,,,,,
id_8360,,Title Report,"Company, Commonwealth Land Title Insurance",1961-12-20,title report,Title report for the building at 18th and Spring Garden Streets,Building; Mortgage; Title; Insurance,,Financial Crate,application/pdf,pdf,/objects/financial/id_8360.pdf,,,,,
id_8361,,Mortgage Discharge,"Company, Christian Mutual Life Insurance",1987-04-24,mortgage discharge,Mortgage discharge for the property at 18th and Spring Garden Streets,Building; Mortgage,,Financial Crate,application/pdf,pdf,/objects/financial/id_8361.pdf,,,,,
id_8362,,Deed,,1885-05-09,deed,"Deed for a property in Montgomery County, PA",Building; Deed,,Van Meter: HWY's 100 Year Anniversary,application/pdf,pdf,/objects/financial/id_8362.pdf,,,,,
id_8363,,100 Years of Service,"Superintendent, Penndel District",1994-11-20,certificate,Certificate of Recognition for Highway's 100 years of ministry presented by the Penndel District at Highway's 100th Anniversary,Anniversary; Assemblies of God; Penndel,,Unsorted,image/jpg,image,/objects/objects2/id_8363.jpg,/objects/small/id_8363.jpg,/objects/thumbs/id_8363.jpg,,,
id_8364,,Elizabeth McDowell,"Roberson, W. Howard; Geisler, Dorothy",1956-05-19,certificate,Certificate presented to Elizabeth V. McDowell in honor and appreciation of her work with the choir,Choir; Leadership,,Unsorted,image/jpg,image,/objects/objects2/id_8364.jpg,/objects/small/id_8364.jpg,/objects/thumbs/id_8364.jpg,,,
id_8365,,Anniversary Plate,,,plate,Golden plate presented to Highway for one of its anniversaries,Anniversary,,Unsorted,image/jpg,image,/objects/objects2/id_8365.jpg,/objects/small/id_8365.jpg,/objects/thumbs/id_8365.jpg,,,
id_8366,,100th Anniversary,"Council, Assemblies of God General",1994-11-20,plaque,Plaque presented to Highway from the General Council of the AG in recognition of its 100-year anniversary,Anniversary; Assemblies of God; General Council,,Unsorted,image/jpg,image,/objects/objects2/id_8366.jpg,/objects/small/id_8366.jpg,/objects/thumbs/id_8366.jpg,,,
id_8367,,Missions Giving,"Department, AG Foreign Missions",,plaque,Plaque presented to Highway recognizing its first place giving within the Eastern District,Giving; Missions; Foreign Missions; Assemblies of God; General Council,,Unsorted,image/jpg,image,/objects/objects2/id_8367.jpg,/objects/small/id_8367.jpg,/objects/thumbs/id_8367.jpg,,,
id_8368,,Missions Giving,"Department, AG Foreign Missions",,plaque,Plaque presented to Highway recognizing its first place giving within the Eastern District,Giving; Missions; Foreign Missions; Assemblies of God; General Council,,Unsorted,image/jpg,image,/objects/objects2/id_8368.jpg,/objects/small/id_8368.jpg,/objects/thumbs/id_8368.jpg,,,
id_8369,,Speed-the-Light Award,,1978,plaque,Award presented to the Christ's Ambassadors of Highway in recognition of their giving nationally,Giving; Speed-the-Light; Christ's Ambassadors,,Unsorted,image/jpg,image,/objects/objects2/id_8369.jpg,/objects/small/id_8369.jpg,/objects/thumbs/id_8369.jpg,,,
id_8370,,Men's Fellowship,"Secretary, AG National",1956-11-15,plaque,Plaque recognizing the Men's Fellowship of the Assemblies of God,Fellowship; Assemblies of God,,Unsorted,image/jpg,image,/objects/objects2/id_8370.jpg,/objects/small/id_8370.jpg,/objects/thumbs/id_8370.jpg,,,
id_8371,,Revivaltime Origination,"Department, AG Radio",1964-03-22,certificate,Certificate of Origination for Highway's Revivaltime radio program,Radio; Service; Worship; Assemblies of God,,Unsorted,image/jpg,image,/objects/objects2/id_8371.jpg,/objects/small/id_8371.jpg,/objects/thumbs/id_8371.jpg,,,
id_8372,,Ernest S. Williams,,1920-1930,image,Portrait of E. S. Williams and his wife,Portrait; Leadership,,Unsorted,image/jpg,image,/objects/objects2/id_8372.jpg,/objects/small/id_8372.jpg,/objects/thumbs/id_8372.jpg,,,
id_8373,,Flem Van Meter,,1930-1936,image,Portrait of Flem Van Meter and his wife,Portrait; Leadership,,Unsorted,image/jpg,image,/objects/objects2/id_8373.jpg,/objects/small/id_8373.jpg,/objects/thumbs/id_8373.jpg,,,
